_id,verb,sentence,verb_idx,label
f2e0b8d8-8f12-4c8e-9cdf-48f280b82a7c,führen,"Wer immer über dieses Thema diskutiert, sollte sich die Zahlen des Abbaus der Fördermengen genauso vor Augen führen wie die Zahl der verlorengegangenen Arbeitsplätze und was in einem insgesamt störungsfreien, weil sozialverträglichen Prozess geleistet worden ist.",17,1
6bfc50ec-2792-472f-a653-e5c28a74237c,schreiben,"Er hat ein Stück Automobilgeschichte nicht nur in Deutschland, sondern auch in der Welt geschrieben.",14,1
a7ef9a11-ae50-4ba0-8306-bb944c810474,laufen,Insgesamt drei Millionen Fahrzeuge liefen vom Band.,4,0
bece94e6-67c1-4f80-b7f5-c875aac4aafd,ausrichten,"Das ist ein Beispiel, an dem sich viele ausrichten sollten.",8,0
01b9c205-be60-476b-bcd7-726ddeb81b56,entfalten,"Deshalb muss der Staat die ökonomischen Strukturen so gestalten, dass sich auch die Zivilgesellschaft besser entfalten kann.",15,0
1516eca6-683c-4dac-b2dd-1b696680e8bc,abzeichnen,Erste Erfolge der Agenda 2010 zeichnen sich ab.,5,0
c287e862-18ef-4ced-a745-bbcb10e99b8f,weglaufen,"Jetzt vor den Zahlen wegzulaufen oder den Reformprozess abzubrechen, wäre verheerend.",4,1
b56c93d3-8354-4f95-91de-ddb7c5155e18,tragen,"Und dann ist mir wichtig zu betonen, dass wir Sorge tragen für die Wettbewerbsfähigkeit unserer Luftverkehrsunternehmen, unserer Flughäfen und unserer Luftfahrtindustrie.",10,0
d5e8d2e0-5eaa-4eaf-9290-931ca5c920a0,auflegen,"Allerdings ist nicht zuletzt Folge dessen, dass wir ein ambitioniertes Reformprogramm auflegen mussten und aufgelegt haben, um unsere Gesellschaft leistungsfähig zu halten.",11,1
057cd5e7-f05c-4fcb-8362-d11d3eb9dd7f,entnehmen,Das glaube ich jedenfalls den Vorträgen entnommen zu haben.,6,0
f7da742a-3c11-4d8b-80ac-bb173662ee48,gedeihen,"Eines ist klar: die wirtschaftliche Entwicklung der Länder gedeiht am besten, wenn es gelingt, Frieden in dieser Region zu schaffen.",8,0
2998d3d0-ba78-4815-b2ee-eb4633de5a28,stehen,"Die Frage der Zwangsarbeiter steht nicht etwa am Rande jenes furchtbaren Geschehens, das unter dem Namen ""Holocaust"" weltweit zu einem Symbol für menschliche Barbarei geworden ist.",4,0
66dd9828-f83a-4745-a3c7-5f34efaad333,stehen,"Nein, die Verschleppung und Misshandlung von Zwangsarbeitern stehen mit im Zentrum jener Verbrechen.",7,0
33730425-c77f-4568-94cf-cf39f386e4af,aufkeimen,"Und dazu gehört ebenso die Verpflichtung, Haß, Rassismus und Intoleranz in unserer Gesellschaft nicht wieder aufkeimen zu lassen.",15,1
f06a686c-1eae-4c7f-92ad-61d5c4d8e0f8,ergrauen,"Redaktionen sind aber keine Behörden, wo man in Ehren ergrauen könnte.",9,1
ee8a1182-8205-4c24-b859-124223af7e2a,berühren,"Eine Wachstumsschwäche, die natürlich Europa und speziell Deutschland berührt.",8,1
c65c1cae-5e1c-480f-90b0-052d12658196,fahren,"Da haben wir die entsprechenden Haushalte zweistellig nach oben gefahren, inzwischen fast 16 Milliarden, obwohl wir für weite Teile der Bildung gar nicht zuständig sind, aber wir machen das.",9,1
18075fd6-2728-4116-89da-b6201ea4dd76,schreiben,"Und weil das so ist, gibt es eine Begründung aus den Traditionen heraus, die man nicht klein schreiben soll.",17,1
735f100c-f4bd-4a42-8b06-48138f753a34,ansteuern,"Neben den staatlichen und den grandiosen privaten Hilfen ist jetzt vor allen Dingen eines notwendig - das muss man gerade heute, gerade auf dieser Internationalen Tourismus-Börse sagen -: Die Touristen sollten die Ziele in den betroffenen Regionen nicht aus den Augen verlieren, sondern sie wieder ansteuern.",44,1
213d2f4b-5ce3-4f58-bf3f-82d05d46a063,verfolgen,Die 36 Spiele werden schätzungsweise 30 Milliarden Zuschauer in aller Welt verfolgen.,11,0
e56805ab-7c75-480e-804f-08d65fef6da4,setzen,"Um diese Herausforderungen zu meistern, ist es notwendig, vor allem auf Wissen und Innovation zu setzen.",15,1
5e5a94ab-ecfa-47b0-9318-19cf98af7dfe,legen,"Ich finde, die Begabungen, die Sie hier an den Tag gelegt haben, lohnen nun wirklich, weiterentwickelt zu werden.",10,1
9248d549-8ea3-4954-9914-db74f5ba4849,abstürzen,Doch die hochfliegenden Hauptstadt-Träume waren schon längst abgestürzt.,8,1
548c0625-563d-4517-9f39-cde3a7a1d62a,verglimmen,"Nachdem der Feuerstrom der Reden, die auf Berlin am Ende des vergangenen Jahrhunderts gehalten wurden, verglimmt ist, beginnt die Gegenwart.",15,1
80647ba6-429f-4df4-9bb7-9c5897e3d8d4,zurückwerfen,"Berlin ist wieder auf sich zurückgeworfen, wie oft genug in seiner Geschichte.",5,0
6687d331-0f64-45e6-b928-c779a4b496e8,aufblitzen,"Meist lässt der Finanzsenator die Sense kurz aufblitzen, erntet dann ein Aufjaulen in den Feuilletons und lässt sich kurz darauf mit der Gewissheit zurückfallen, dass man mit dem Schließen einer Oper gerade mal sechs Tage lang die Zinsen bezahlen könnte.",7,1
73eaaddc-fc71-4ed0-ba4d-2a382678f03b,ernten,"Meist lässt der Finanzsenator die Sense kurz aufblitzen, erntet dann ein Aufjaulen in den Feuilletons und lässt sich kurz darauf mit der Gewissheit zurückfallen, dass man mit dem Schließen einer Oper gerade mal sechs Tage lang die Zinsen bezahlen könnte.",8,0
dab7f60e-d0e0-464f-9233-407116ae7023,ersticken,"Am Ende erstickt man die Künste, um die Verwaltungen am Leben zu lassen.",2,1
801d554f-5a31-4e07-9a19-5fb4441a6ed7,zukleistern,"Probleme, die Berlin zu lösen hat, lassen sich nicht mit Geld zukleistern.",11,1
4489f6f9-4e7a-4a4c-88fc-86e727d758cd,tragen,"Dem Autor des Artikels drängt sich der Verdacht auf, ob sich vielleicht sogar die Politik mit dieser Absicht trägt?",18,1
9381db3b-98fa-440b-8b92-8bd535dcb273,schnüren,"Und doch: Bei den Berliner Privattheatern schnürte man schließlich Zuwendungspakete und auch den Berliner Universitäten waren Hochschulverträge vergönnt, die sie vor überfallartigen Sparklausuren bewahrten.",6,1
415f3c4f-857e-480e-98aa-cb6a68bff0f3,einfrieren,"Vielleicht wäre ein Solidarpakt möglich, wonach die Bühnen Zuwendungsverträge über fünf Jahren bekommen, wenn sie im Gegenzug garantieren, Löhne einzufrieren, statt des Tarif- nur noch einen Inflationsausgleich zu zahlen, möglicherweise gar Abstriche am Urlaubsgeld hinzunehmen.",19,0
d0777bc3-ca83-4af3-b274-11344fc9d7c9,erschüttern,Solche Handstreich-Aktionen haben den Glauben der Beschäftigten an eine moderne Rechtsform schwer erschüttert.,13,0
3e17a3ce-ce1c-40e5-9af6-3d77f433a92e,verzwergen,Auch in Schleswig-Holstein wurde das Kulturressort verzwergt. Eine Kulturhoheit der Länder stelle ich mir anders vor.,7,0
305f53da-a876-4ae5-a853-d8305121fa48,ausschöpfen,"Ohne die Teilhabe der Menschen am Haben und Sagen in der Gesellschaft aber werden wir die Potenziale nicht nutzen, die Kreativität nicht ausschöpfen können.",22,0
41cc83c5-7d5c-4f60-b185-ccce49d4ad6e,bereithalten,Das Leben hielt dann noch einige solcher Überraschungen für mich bereit.,2,1
b621b089-5494-45e9-a609-1c556b0453e0,legen,"Ich halte unsere Position für die verantwortliche, weil sie dazu führt, dass die Schäden, die die Flut geschlagen hat, in dieser Generation und von dieser Generation ausgeglichen werden und nicht auf die Schultern unserer Kinder und Enkelkinder gelegt werden.",37,1
270ba912-4624-44c7-a3e6-420f1d50e4c4,bekommen,"Ganztagsbetreuung ist vor allen Dingen wichtig, um Frauen zu ermöglichen, Familie und Beruf besser als je zuvor unter einen Hut zu bekommen.",21,0
1c13ee53-d69d-4df7-86ad-ddf2d5f50085,gebären,Sie haben aus der Erstarrung Flexibilität und aus der Unterdrückung die Freiheit geboren.,12,1
81c0f8cd-5a86-45d4-9397-1793f5e1d8a3,dämmen,"Wer ist es denn, der mit dem französischen und dem englischen Außenminister versucht, diesen Konflikt zu dämmen, ihn nicht ausbrechen zu lassen?",16,0
282d9dd9-466d-4c03-8ac5-0fc457683a56,anstehen,Das ist auch notwendig und stünde Deutschland gut an.,5,1
992d62c0-7255-40fa-ae1c-6ffe550401fc,drücken,"Ich erinnere mich noch sehr gut daran, wie Ulla Schmidt standhaft verteidigt hat, was gemeinsam beschlossen worden ist und wie sich viele von Ihnen zur Seite gedrückt, um nicht zu sagen: in die Büsche verkrochen haben.",26,0
4a204d3d-e321-4345-9878-fe192c3b2815,herrschen,"Lassen Sie es uns bald machen; denn es eilt, zum einen, weil es in die Maastricht-Kriterien eingeht, zum anderen aber auch, weil Klarheit über den weiteren Weg herrschen muss.",28,0
9d7712ac-c4b1-4ee8-8ae0-0a73e3eb3580,herrschen,Das musste auch schnell gemacht werden; denn zum 1. Januar 2005 muss Klarheit herrschen.,13,0
2498392e-91d3-466c-abdc-91ed43b97404,abklopfen,"Ich glaube, dass man sich wirklich die Zeit nehmen sollte, eine der größten Sozialreformen, die in der Geschichte der Bundesrepublik gemacht worden sind, weil sie gemacht werden musste, sehr sorgfältig auf ihre Wirkungen abzuklopfen, und bereit sein sollte, korrigierend einzugreifen, wenn Wirkungen erzielt werden, die das Gesetz nicht vorsieht.",33,1
58757ccf-22a0-4320-b212-486cbb8d62f0,eindämmen,"Das dient dem Ziel, die Zufuhr in die Langzeitarbeitslosigkeit einzudämmen.",9,0
f8069111-d15e-455f-a7c6-97d3b3ef9057,malen,"Dabei können wir auf eine ungeheure Kraft in der deutschen Gesellschaft und auch in der deutschen Wirtschaft bauen - nicht in dem Sinne, dass man sich damit zufrieden geben könnte, aber schon in dem Sinne, dass man sie als Ausgangspunkt für eine Zukunft nutzt, die wir nun wirklich nicht schwarz in schwarz malen müssen.",51,1
0c7bf46e-1d71-412d-aac7-cbed6a22cbfe,fallen,Doch sein sprichwörtlich gewordenes Genie ist andererseits auch nicht vom Himmel gefallen.,11,1
3c175088-2177-424f-9840-4d5779d80699,umsteuern,"Hierfür müssen wir Ressourcen freibekommen, indem wir von Vergangenheitssubventionen hin zu Zukunftsinvestitionen umsteuern.",12,0
36e35f11-9618-4abb-bd0c-58b1111f2ca9,verankern,"Sie hat in den vergangenen Jahren in den Köpfen vieler Unternehmer den Gedanken verankert, dass betriebliche Familienpolitik - wie sie sagt - ""kein weiches Weiberthema"", sondern konkretes und langfristiges Handeln für eine gute Zukunft unsers Landes ist.",13,1
3bebe3e8-2c8d-4e29-bc15-20b522cba046,anschieben,"Als Konsequenz nicht zuletzt aus der PISA-Studie haben wir ein Programm aufgelegt, mit dem wir den Bau von Ganztagsschulen mit 4 Milliarden Euro über vier Jahre hinweg anschieben.",28,1
e9215ad4-0065-4e9f-a782-04b9ce587bdc,berühren,"Die fürchterliche Katastrophe, die der Hurrikan ""Katrina"" im Süden der Vereinigten Staaten von Amerika angerichtet ist, berührt uns alle.",16,1
03b649c5-82af-47f4-9478-0210304ae98c,eindämmen,"Es war notwendig, die weltwirtschaftlichen Auswirkungen durch die Preisexplosion bei Rohöl und Benzin einzudämmen.",13,0
b63a80f3-4444-4839-80cc-133c0e6a856a,setzen,"Die Energiepolitik, die auf nachwachsende Rohstoffe und auf erneuerbare Energien setzt, ist für eine verantwortlich handelnde Politik, für eine in diesem Sinne weitsichtige Politik ohne vernünftige Alternative.",10,0
fab234d9-b0ab-4063-b845-6003ac2728b2,auszahlen,"Jetzt zahlt sich aus, dass die Bundesregierung gemeinsam mit der Automobilindustrie und der Mineralölwirtschaft frühzeitig eine Strategie für alternative Kraftstoffe und Antriebe entwickelt hat.",1,0
7dedef54-9917-431c-b31a-74da183df2ac,stehen,"Deswegen stehe ich auch zu dem Ziel, den Anteil der erneuerbaren Energien am Stromverbrauch bis 2020 auf 20 Prozent zu steigern.",1,0
86b94a6a-99dc-44a9-9439-b894887158af,werfen,"Ich denke, Sie werden verstehen, wenn ich mir Sorgen darüber mache, dass der eine oder andere denkt, in einer bestimmten Situation könne man das, was sich als erfolgreich erwiesen hat und was im Interesse der großen Ziele, die ich genannt habe, weitergeführt werden muss, einfach über Bord werfen, weil es einem in die Tagesaktualität passt.",47,1
3761389b-d3c2-4153-b0a2-894f481532c0,aufessen,"Wichtig ist mir, das werden Sie verstehen, auch der Wirtschaft gegenüber deutlich zu machen, dass sie selbst eine Verantwortung für - sagen wir es ruhig so - den Erhalt der Schöpfung und dafür hat, dass man heute nicht aufessen darf, wovon unsere Kinder und deren Kinder schließlich auch noch leben wollen.",36,1
de7325c2-597a-404d-a885-ab3d16ba82c9,verabschieden,"Auf dem Europäischen Rat in Feira in einigen Wochen wollen wir einen konkreten Aktions-Plan zur EU-Initiative der ""Nördlichen Dimension"" verabschieden.",21,0
8f980e87-6ee9-4ad1-97d2-55aa41b58c16,abschütteln,Die Menschen in den neuen Bundesländern haben uns das im Herbst 1989 buchstäblich demonstriert: Unbeirrt haben sie sich für die Grundwerte der Demokratie eingesetzt und ein diktatorisches Regime abschütteln können.,28,0
b3f5f547-ecb6-4918-92b8-ddaad8233053,verfolgen,"Naumann: Da ich die musikalische Erziehung und Bildung unserer Kinder für äußerst wichtig halte, verfolge ich den Rückgang des Musikunterrichtes an den Schulen mit Sorge.",14,0
326c94e8-4375-42e4-a766-81a1363f4373,treten,Neben einer gehörigen Portion wohltuenden Pragmatismus tritt hier das überragende Dienstleistungs-Ethos Christoph Bertrams zutage.,6,1
22050ab7-51ce-4e85-a7c0-2dcbaa7747f8,berühren,"Russland ist unser Nachbar, dessen schwierige innenpolitische Entwicklung mit ihren gewaltigen sozialen Spannungen uns unmittelbar berührt, kann Verbündeter in weltpolitischen Fragen sein, zum Beispiel im Zusammenhang mit der Bekämpfung des Terrorismus und der Verbreitung von Massenvernichtungswaffen, ist ein Markt mit gewaltigem Potential für die deutsche Wirtschaft, ist einer der wichtigsten Energielieferanten Deutschlands, Partner eines vielgestaltigen kulturellen und wissenschaftlichen Austauschs, Ort ökologischer Probleme, die uns potentiell betreffen ,Herkunftsland vieler Menschen deutscher Abstammung, die in den vergagenen Jahren in Deutschland ihre neue Heimat gefunden haben, und vieles mehr.",15,1
2a17b7ea-84b9-4009-9579-b6a479da608c,verzahnen,"Damit könnte zum einen der traditionelle außen- und sicherheitspolitische Diskurs besser mit solchen Themen verzahnt werden, die in der Regel eher der Innenpolitik zugerechnet werden.",14,1
4824583f-9744-45cb-aafe-08e12c94ecd6,erwachsen,"Die Wirklichkeit des öffentlichen Raums ... formulierte Hannah Arendt einst ... ""erwächst aus der gleichzeitigen Anwesenheit zahlloser Aspekte und Perspektiven, in denen ein Gemeinsames sich präsentiert und für die es keinen gemeinsamen Maßstab und keinen Generalnenner je geben kann.""",9,0
aa529d5e-ced3-4ab8-aed1-4ab14c5d8a08,setzen,Die Bundesregierung setzt dabei auf einen starken Mittelstand.,2,1
411f4575-fc15-44a4-9052-fe4d59176d24,laufen,"Auch die Behörden müssen Informationstechnik nutzen, nicht nur intern, sondern auch zur Kommunikation mit den Bürgerinnen und Bürgern: Informationen müssen laufen - nicht die Bürger.",20,1
2eaf4f5b-6ddb-44a7-9387-cb7031d36679,rütteln,"Diese Proteste haben dazu geführt, dass ich aus guten Gründen gesagt habe: ""An der Mitbestimmung kann man aus deutscher Sicht nicht rütteln"", und zwar deshalb, weil wir auch innerhalb eines größer gewordenen Europas nicht auf diese in Deutschland sehr erfolgreiche Form der Beteiligung der Arbeitnehmerinnen und Arbeitnehmer an den Entscheidungen in ihren Unternehmen verzichten können.",21,1
7c7c5a98-8cfa-4de6-b3da-d58b34a39ef8,einbauen,Wir haben also eine Kleinbetriebsklausel eingebaut.,5,0
75f0efc3-0763-402f-904a-59bbe9a7d45c,stellen,"Aber wir müssen eine daneben stellen, damit das Dach nicht kippt.",5,0
924386b4-cc01-48f1-a775-28a623f9d8f1,kippen,"Aber wir müssen eine daneben stellen, damit das Dach nicht kippt.",10,1
d941dfe0-d0bf-466e-8ab9-1adb8e342c2d,wegfegen,"Wo Automobilproduktion im internationalen Wettbewerb weggefegt worden ist, haben Politiker mit einem Ersatz für die Automobilindustrie Schwierigkeiten.",5,1
5f2c3020-9c2e-4e74-a5ab-fe6deb5738c7,bremsen,Denn niemand wird den Forscherdrang und die wissenschaftliche Neugier der Menschen bremsen oder aufhalten können.,11,1
ec66b666-0f00-4263-9ff8-2e7eed6ceef3,ringen,"Die Frage, um die im Weltsicherheitsrat, aber auch in den Gesellschaften dieser Welt miteinander gerungen wird, lautet: Darf die Staatengemeinschaft in einem Moment, da die Inspektionen Erfolge zeitigen und die Möglichkeit einer friedlichen Abrüstung des Irak alles andere als ausgeschöpft erscheint, zu Mitteln des Krieges greifen oder bleiben wir der Logik einer friedlichen Abrüstung des Irak von Massenvernichtungsmitteln, die ohne jede Frage sein muss, verpflichtet?",14,0
133a18d2-2cbb-4a9a-9aa8-6a5d73e72ee8,reifen,"Wir werden das weiter tun müssen, auch wenn aufgrund der konjunkturellen Situation in Ihrer Branche nicht alle Blütenträume gereift sind.",18,1
dfa60eff-c7a7-4921-8fe5-6efbf0a99876,beschneiden,"Dabei geht es natürlich auch darum, dass natur- und ingenieurwissenschaftliche Studiengänge wegen aktueller konjunktureller Schwierigkeiten nicht beschnitten werden.",16,0
79de619d-981c-4571-a52f-4ebf731c430d,ausklammern,"Marktsegmente indessen, in denen der Wettbewerb funktioniert, werden oder bleiben von der Regulierung jedenfalls nach unserer Auffassung ausgeklammert.",17,0
7d9ba26a-1fde-46a9-9793-c69cce95846d,entfalten,"Hier entfaltete sich der bis in unsere Tage wegweisende Gedanke eines umfassenden Bildungsauftrags der Museen, den wir in Zukunft mit dem Humboldt-Forum abrunden wollen.",1,0
ecc8c8db-6594-4556-827c-4ad5c8154867,abrunden,"Hier entfaltete sich der bis in unsere Tage wegweisende Gedanke eines umfassenden Bildungsauftrags der Museen, den wir in Zukunft mit dem Humboldt-Forum abrunden wollen.",23,0
5105a214-31fe-442f-b946-db2594e5b4ba,eintauchen,"Der Besucher war eingeladen, in die Welt einer untergegangenen Epoche einzutauchen.",10,1
a52aaafb-edc4-49ac-a912-e441ec13fba8,konservieren,"Bei all diesen Diskussionen ist es für mich von besonderer Wichtigkeit, meine sehr verehrten Damen und Herren, dass wir die Museumsinsel nicht auf dem Stand des 19. Jahrhunderts konservieren.",28,1
5cc49fe5-bd53-4ff2-a264-1c9f05b7e17e,stoßen,Der 11. September hat die Welt in eine gefährliche Zukunft gestoßen.,10,1
e7021368-b002-4772-be15-72a661e7f5f2,ausrichten,"Der 11. September war ein ""defining moment"", ein Tag, an dem die Weltpolitik neu ausgerichtet wurde.",14,0
5c66f82f-ddb7-493b-a034-c819f3b5ff7c,zielen,"Dies heißt nichts Geringeres als die Grundlagen einer kooperativen Ordnungspolitik für das 21. Jahrhundert zu entwerfen, einer Politik, die Zonen der Ordnungslosigkeit nicht mehr zulässt, die auf eine Weltordnung zielt, die allen Völkern eine volle und gerechte Teilhabe ermöglicht.",29,0
080ba27e-08e0-4fa3-a549-9ec706eec3d0,sezieren,"Die Autoren der heute erlebten ""Interzone"" folgen den - wie ich finde - interessanteren Ansätzen: William Burroughs ""Interzone"" regt nämlich auch an, feste Begrifflichkeiten in Frage zu stellen, die Assoziationskraft von Worten zu sezieren und sich mit der Simultanität von Wahrnehmungen zu beschäftigen.",31,1
ac57d84d-d21e-4ebf-b874-0dc21aa588e6,zerschneiden,Er zerschneidet Texte und setzt sie - auf der Suche nach neuen Sinnzusammenhängen - neu zusammen.,1,1
a88b211e-07d7-4ccd-bfcc-479680743400,zusammensetzen,Er zerschneidet Texte und setzt sie - auf der Suche nach neuen Sinnzusammenhängen - neu zusammen.,4,0
8b1605cd-8620-4a89-b356-eebf773d5469,münzen," Wenn man diese Technik nicht nur auf Texte, sondern auch auf Bilder und Töne münzt, dann stellt sich ein weiterer Bezug zu der heutigen ""Interzone"" her.",14,1
617f77bb-1c2c-4d5d-ab58-052efdd1840f,aufbrechen,"Solche Bindungen aufzubrechen, Neues zu wagen, der Kunstentwicklung neue Räume zu öffnen - darin sehe ich ein wichtiges Anliegen und auch eine Existenzberechtigung der Berliner Festspiele des Bundes.",2,0
5635619b-005f-428c-8f8d-e7546d7edf19,waschen,"Wenn das nicht gelingt, werden wir in eine politische Krise hineinrutschen, die sich gewaschen hat.",13,1
5d9c1b29-9e42-475d-b708-79195bdd217f,ausschneiden,Wir können den Kurden kein Territorium in Europa ausschneiden.,8,1
4de977c8-aae9-4066-88c0-bbcbb208b944,kreisen,"Es kreisen gewissermaßen sinnloserweise Milliarden, viele Milliarden von Dollars im Augenblick in diesem Kasino, genannt Börse, verwaltet von 20- bis 30jährigen jungen Männern.",1,1
795c675b-16ec-43f1-979f-bfe07d2d952d,gebärden,"Und diese Schieflage haben diejenigen verursacht, die sich heute als Wahrer der sozialen Gerechtigkeit zu gebärden versuchen.",15,1
58f3b2ee-a75f-4f00-a09b-4218cd7d7cdb,verspielen,"Ich bin sicher: Die meisten Menschen in unserem Lande sehen ein, dass wir nicht die Handlungsfähigkeit unseres Gemeinwesens einschränken, die Zukunft unserer Kinder und Enkel verspielen dürfen.",25,0
223118c6-c48d-4cb7-8f75-06ad3e39ec50,ausbuchstabieren,"Keine Frage: Wir werden nicht darum herumkommen, die Frage neu auszubuchstabieren, was in unserer Gesellschaft unter den Bedingungen einer globalisierten Wirtschaft ""soziale Gerechtigkeit"" konkret bedeutet.",10,1
7f94ab18-8d5c-41d8-ba1e-65ee5d6942be,greifen,All das zeigt uns: Die Maßnahmen der Bundesregierung beginnen zu greifen.,10,0
5798b6d6-21ba-4314-b13b-9e2bf0558b3f,verankern,"Umso wichtiger ist es unserer festen Überzeugung nach, dass im Verfassungsentwurf verbesserte Regelungen zur Abgrenzung von Kompetenzen zwischen mitgliedsstaatlicher und europäischer Ebene verankert worden sind.",22,0
350921cf-6288-41b5-87df-205125ba3ee0,zusammenwachsen,"Europa wächst gewissermaßen ganz konkret zusammen, und zwar im Alltag der Menschen, ganz selbstverständlich und ganz unspektakulär beim Reisen, beim Gebrauch der einheitlichen Währung, beim Einkaufen, selbst beim Essen.",1,0
b2c75ead-9a63-4d75-825b-530d2b0c697d,schlagen,"Das ist auch die Grundlage, auf der wir über Betrittsverhandlungen mit der Türkei diskutieren und auf der Europa die historische Chance hat, eine Brücke in die islamische Welt zu schlagen.",29,1
c0e7c174-5467-4e75-8bf0-b227e4dc092e,wachhalten,"Einer Aussöhnung, die nur durch die Bereitschaft zur Vergebung möglich wurde und durch den unbedingten Willen auf beiden Seiten, die Erinnerung an die Verbrechen des Völkermordes wachzuhalten.",26,0
d0f9361e-8e3f-4575-bbac-6cb731f50eae,ausstrecken,"Und 55 Jahre nach dem Krieg, da die europäische Spaltung endlich überwunden ist, gilt unser historischer Auftrag um so mehr: Auf der Grundlage der gemeinsamen europäischen Werte unsererseits den Nachbarn in Mittel- und Osteuropa die Hand zur Integration auszustrecken.",38,1
4ab5616c-2cc3-495c-aafd-6d7e399526ac,herumgeistern,"Im Moment geistern alle möglichen Berlinale-Reformideen herum: Verlegung des Forums in den Sommer, Abschaffung des Panorama etc.  Würden Sie diese Ideen verfolgen?",2,1
3960aafc-ebf2-4175-8ad5-2f381b6c2dae,stehlen,Der Bund - und schon gar nicht diese Regierung - wird sich nicht aus seiner sozialpolitischen Verantwortung stehlen.,15,1
b04287e1-f703-4cd9-be4e-01913b7837fa,absterben,"Diese Institutionen absterben zu lassen, kann niemand im Sinn haben.",2,0
336604a5-fbc2-4c86-9889-ae5da30b6fe8,beleben,"Oder wird es uns gelingen, den kulturellen Reichtum in seiner Vielfalt zu erhalten und durch die Bereitschaft zu wechselseitiger Verständigung zu beleben?",21,0
babd541d-7694-494d-be4b-3e480e8a1311,camouflieren,"Eine Barbarei, die sich häufig genug religiös tarnt oder als Recht auf ethnische Identität camoufliert.",14,0
288f0b7b-f81d-4587-82ae-28f2d9a2f44c,erhellen,"Dadurch erhellt sich der Satz: ""Die Sprache ist das Tor zur jeweiligen Kultur"".",1,0
eda5cf63-61e8-4272-928b-eee255f346d0,verstümmeln,"So, als habe der englische Wortschatz auf seinem weltweiten Siegeszug unsere Jungfer Deutsch geschändet, die wir doch längst selbst nach Belieben verstümmeln.",21,1
cb8fcf54-ee17-4f8c-97cb-0123b6872590,fahren,"So gesehen ist das Motto ""tech is the place to be"", mit dem so mancher Aktionär von Nasdaq- oder Nemax-Titeln bis März letzten Jahres hervorragend fuhr, auch heute noch aktuell - auch wenn die New Economy mittlerweile in eine neue Phase eingetreten ist.",26,1
dc99e6f3-30a1-4617-b0a8-c2f31df4a686,schröpfen,"Das bedeutet z. B., dass man nicht sagt: Wir schröpfen die aktiv Beschäftigten, indem wir die Steuerfreiheit, die es bei der Nacht- und Schichtarbeit gibt, beschneiden.",9,0
33a5fdec-b393-47ac-baa9-c340691dc139,beschneiden,"Das bedeutet z. B., dass man nicht sagt: Wir schröpfen die aktiv Beschäftigten, indem wir die Steuerfreiheit, die es bei der Nacht- und Schichtarbeit gibt, beschneiden.",25,0
5434420d-572b-4e03-b48e-0584964d2b67,umbauen,"Um das zu erreichen, müssen wir die Bundesanstalt für Arbeit umbauen.",10,1
68b698f9-0ed9-40bf-abfc-68623b9d72a7,durchbrechen,Der Teufelskreis der Gewalt muß endlich mit allen verfügbaren Mitteln durchbrochen werden.,10,0
bd8e648b-8651-4797-8d0f-4c2daa62a7fc,ringen,"Geschieht dies noch einmal, dann wären die Verlierer erneut diejenigen, um deren besseren Schutz wir gemeinsam ringen wollen: die Unterdrückten und Entwürdigten in aller Welt.",16,0
e121bdd0-a3e1-4b19-bc98-1abb750c3a42,zuwachsen,Wie in kaum einem anderen Ministerium sind diesem Haus immer wieder Aufgaben zugewachsen und gelegentlich auch Aufgaben genommen worden.,12,0
f08cf0fa-55d8-482a-859b-e8a59cc27219,leben," Das, was sich später als Kino durchsetzen sollte, lebte aber gerade von dem Seherlebnis in der anonymen Gemeinschaft des dunklen Vorführsaales.",8,0
be1367cc-8e06-4c47-9b81-9cd59b8bbb36,beflügeln,"Jetzt geht es - und das ist eine schöne Entwicklung, wie ich finde - um die nachbarschaftliche Annäherung in Europa: eine spanisch-italienisch-britisch-dänisch-belgisch-deutsch-französische Studenten-WG beim Studienjahr in Barcelona fungiert in dieser Komödie als ideale europäischen Gemeinschaft, in der sich ein jeder frei entfalten kann und vom Esprit der anderen beflügelt wird.",53,0
b211fdc6-0baf-4142-a4b5-24d2f03bb763,fallen,"Verbunden damit ist die zum Teil rüde Abkehr von einer Kunst, die als ""Drop-Art"" verspottet wird, eine Kunst, die so aussieht, als wäre sie an einer Stelle aus unerfindlichen Gründen vom Himmel gefallen.",33,1
8cc3b3a8-5f9d-4f7e-a912-45c68782719b,hineintragen,Wir sollten nicht die Standards von Einfamilienhäusern auf der grünen Wiese in die Städte hineintragen,14,1
d8c908d8-c54a-4e7f-822b-79ad3f438e22,verteidigen,"Ich denke, dass diese Werte der europäischen Stadt in Mario Bottas Arbeit verteidigt werden.",12,0
58d33102-0e4c-41d1-9958-51ede760de3b,einfrieren,"Unsere Aufgabe wird es sein, die alte Stadt zu stärken, ohne sie einzufrieren, ohne sie zu musealisieren - da gibt es auch durchaus Auseinandersetzungen mit manchen Denkmalschützern.",12,0
94e07d71-e342-4191-a3ad-8c0baceaa421,musealisieren,"Unsere Aufgabe wird es sein, die alte Stadt zu stärken, ohne sie einzufrieren, ohne sie zu musealisieren - da gibt es auch durchaus Auseinandersetzungen mit manchen Denkmalschützern.",16,0
ea2a18ae-597d-4caa-8a98-383bd3067b2c,stehen,"natürlich ist es so, dass wir alle, nicht nur in Deutschland, noch unter dem Schock der Ereignisse vom 11. September stehen.",20,1
